,Restaurant_id,rating
42341,id_2328,3.5 
42342,id_2329,4.0 
42343,id_2330,3.0 
42344,id_2331,
42345,id_2332,3.5 
42346,id_2333,3.5 
42347,id_2334,
42348,id_2335,3.5 
42349,id_2336,5.0 
42350,id_2337,
42351,id_2338,
42352,id_2339,4.0 
42353,id_2340,
42354,id_2341,
42355,id_2342,4.5 
42356,id_2343,
42357,id_2344,
42358,id_2345,4.5 
42359,id_2346,4.0 
42360,id_2347,4.0 
42361,id_2348,4.0 
42362,id_2349,2.0 
42363,id_2350,4.0 
42364,id_2351,3.0 
42365,id_2352,4.0 
42366,id_2353,3.5 
42367,id_2354,5.0 
42368,id_2355,
42369,id_2356,4.5 
42370,id_2357,4.5 
42371,id_2358,3.5 
42372,id_2359,
42373,id_2360,3.5 
42374,id_2361,4.5 
42375,id_2362,3.0 
42376,id_2363,
42377,id_2364,5.0 
42378,id_2365,4.5 
42379,id_2366,3.0 
42380,id_2367,3.0 
42381,id_2368,5.0 
42382,id_2369,
42383,id_2370,1.0 
42384,id_2371,
42385,id_2372,
42386,id_2373,4.5 
42387,id_2374,3.5 
42388,id_2375,3.0 
42389,id_2376,4.0 
42390,id_2377,4.5 
42391,id_2378,
42392,id_2379,4.5 
42393,id_2380,3.0 
42394,id_2381,
42395,id_2382,4.0 
42396,id_2383,5.0 
42397,id_2384,4.0 
42398,id_2385,2.5 
42399,id_2386,4.0 
42400,id_2387,4.5 
42401,id_2388,4.5 
42402,id_2389,4.5 
42403,id_2390,4.0 
42404,id_2391,
42405,id_2392,3.5 
42406,id_2393,
42407,id_2394,4.0 
42408,id_2395,4.5 
42409,id_2396,3.5 
42410,id_2397,
42411,id_2398,4.5 
42412,id_2399,
42413,id_2400,3.5 
42414,id_2401,4.5 
42415,id_2402,3.0 
42416,id_2403,4.5 
42417,id_2404,3.5 
42418,id_2405,4.5 
42419,id_2406,5.0 
42420,id_2407,4.0 
42421,id_2408,4.5 
42422,id_2409,4.5 
42423,id_2410,
42424,id_2411,4.0 
42425,id_2412,5.0 
42426,id_2413,
42427,id_2414,4.0 
42428,id_2415,4.0 
42429,id_2416,4.0 
42430,id_2417,2.0 
42431,id_2418,5.0 
42432,id_2419,3.5 
42433,id_2420,
42434,id_2421,3.5 
42435,id_2422,4.5 
42436,id_2423,4.0 
42437,id_2424,4.5 
42438,id_2425,
42439,id_2426,4.0 
42440,id_2427,3.0 
42441,id_2428,4.0 
42442,id_2429,4.0 
42443,id_2430,4.5 
42444,id_2431,
42445,id_2432,3.5 
42446,id_2433,4.0 
42447,id_2434,
42448,id_2435,4.0 
42449,id_2436,
42450,id_2437,3.5 
42451,id_2438,3.5 
42452,id_2439,4.5 
42453,id_2440,4.0 
42454,id_2441,3.5 
42455,id_2442,4.0 
42456,id_2443,
42457,id_2444,4.0 
42458,id_2445,4.0 
42459,id_2446,4.5 
42460,id_2447,4.0 
42461,id_2448,
42462,id_2449,
42463,id_2450,
42464,id_2451,3.5 
42465,id_2452,3.5 
42466,id_2453,
42467,id_2454,4.0 
42468,id_2455,
42469,id_2456,
42470,id_2457,
42471,id_2458,3.5 
42472,id_2459,4.0 
42473,id_2460,5.0 
42474,id_2461,
42475,id_2462,3.0 
42476,id_2463,
42477,id_2464,4.0 
42478,id_2465,
42479,id_2466,1.0 
42480,id_2467,
42481,id_2468,
42482,id_2469,4.5 
42483,id_2470,3.5 
42484,id_2471,3.5 
42485,id_2472,4.5 
42486,id_2473,3.5 
42487,id_2474,4.5 
42488,id_2475,
42489,id_2476,
42490,id_2477,4.0 
42491,id_2478,
42492,id_2479,3.0 
42493,id_2480,4.0 
42494,id_2481,4.5 
42495,id_2482,
42496,id_2483,4.5 
42497,id_2484,3.5 
42498,id_2485,2.5 
42499,id_2486,3.5 
42500,id_2487,
42501,id_2488,4.0 
42502,id_2489,3.0 
42503,id_2490,2.0 
42504,id_2491,4.0 
42505,id_2492,4.5 
42506,id_2493,
42507,id_2494,4.0 
42508,id_2495,3.0 
42509,id_2496,3.0 
42510,id_2497,4.0 
42511,id_2498,3.5 
42512,id_2499,4.0 
42513,id_2500,
42514,id_2501,
42515,id_2502,
42516,id_2503,
42517,id_2504,4.5 
42518,id_2505,
42519,id_2506,
42520,id_2507,3.5 
42521,id_2508,3.0 
42522,id_2509,4.0 
42523,id_2510,4.5 
42524,id_2511,
42525,id_2512,4.0 
42526,id_2513,4.5 
42527,id_2514,4.5 
42528,id_2515,
42529,id_2516,3.5 
42530,id_2517,3.5 
42531,id_2518,4.0 
42532,id_2519,4.5 
42533,id_2520,4.0 
42534,id_2521,4.0 
42535,id_2522,2.5 
42536,id_2523,
42537,id_2524,4.5 
42538,id_2525,3.5 
42539,id_2526,3.5 
42540,id_2527,3.0 
42541,id_2528,
42542,id_2529,3.0 
42543,id_2530,4.0 
42544,id_2531,
42545,id_2532,4.5 
42546,id_2533,4.5 
42547,id_2534,4.5 
42548,id_2535,4.0 
42549,id_2536,4.5 
42550,id_2537,3.5 
42551,id_2538,4.5 
42552,id_2539,
42553,id_2540,
42554,id_2541,3.5 
42555,id_2542,5.0 
42556,id_2543,
42557,id_2544,3.0 
42558,id_2545,3.5 
42559,id_2546,3.0 
42560,id_2547,4.0 
42561,id_2548,4.5 
42562,id_2549,
42563,id_2550,4.0 
42564,id_2551,
42565,id_2552,4.5 
42566,id_2553,3.5 
42567,id_2554,4.0 
42568,id_2555,3.5 
42569,id_2556,3.0 
42570,id_2557,3.5 
42571,id_2558,
42572,id_2559,4.5 
42573,id_2560,5.0 
42574,id_2561,
42575,id_2562,4.0 
42576,id_2563,1.5 
42577,id_2564,4.0 
42578,id_2565,
42579,id_2566,5.0 
42580,id_2567,4.0 
42581,id_2568,3.5 
42582,id_2569,4.5 
42583,id_2570,2.5 
42584,id_2571,3.5 
42585,id_2572,4.0 
42586,id_2573,3.5 
42587,id_2574,4.5 
42588,id_2575,3.5 
42589,id_2576,4.0 
42590,id_2577,4.0 
42591,id_2578,
42592,id_2579,
42593,id_2580,4.5 
42594,id_2581,3.5 
42595,id_2582,4.5 
42596,id_2583,4.5 
42597,id_2584,
42598,id_2585,4.0 
42599,id_2586,3.0 
42600,id_2587,4.0 
42601,id_2588,4.5 
42602,id_2589,4.5 
42603,id_2590,
42604,id_2591,4.5 
42605,id_2592,2.5 
42606,id_2593,4.0 
42607,id_2594,4.0 
42608,id_2595,4.0 
42609,id_2596,5.0 
42610,id_2597,3.5 
42611,id_2598,4.0 
42612,id_2599,4.0 
42613,id_2600,3.5 
42614,id_2601,
42615,id_2602,
42616,id_2603,4.5 
42617,id_2604,2.5 
42618,id_2605,5.0 
42619,id_2606,5.0 
42620,id_2607,
42621,id_2608,3.5 
42622,id_2609,4.5 
42623,id_2610,3.0 
42624,id_2611,
42625,id_2612,4.0 
42626,id_2613,
42627,id_2614,3.5 
42628,id_2615,3.5 
42629,id_2616,4.0 
42630,id_2617,
42631,id_2618,3.0 
42632,id_2619,3.5 
42633,id_2620,4.5 
42634,id_2621,
42635,id_2622,
42636,id_2623,4.5 
42637,id_2624,
42638,id_2625,3.0 
42639,id_2626,4.0 
42640,id_2627,
42641,id_2628,4.5 
42642,id_2629,
42643,id_2630,5.0 
42644,id_2631,
42645,id_2632,
42646,id_2633,4.0 
42647,id_2634,4.0 
42648,id_2635,4.0 
42649,id_2636,4.0 
42650,id_2637,
42651,id_2638,
42652,id_2639,4.5 
42653,id_2640,
42654,id_2641,4.0 
42655,id_2642,
42656,id_2643,3.5 
42657,id_2644,3.5 
42658,id_2645,
42659,id_2646,5.0 
42660,id_2647,4.0 
42661,id_2648,3.5 
42662,id_2649,
42663,id_2650,3.5 
42664,id_2651,4.5 
42665,id_2652,
42666,id_2653,4.5 
42667,id_2655,4.0 
42668,id_2656,4.5 
42669,id_2657,
42670,id_2658,
42671,id_2659,4.0 
42672,id_2660,5.0 
42673,id_2661,5.0 
42674,id_2662,
42675,id_2663,4.0 
42676,id_2664,3.5 
42677,id_2665,3.5 
42678,id_2666,4.0 
42679,id_2667,4.5 
42680,id_2668,4.0 
42681,id_2669,4.0 
42682,id_2670,3.0 
42683,id_2671,3.5 
42684,id_2672,
42685,id_2673,4.0 
42686,id_2674,5.0 
42687,id_2675,
42688,id_2676,
42689,id_2677,4.5 
42690,id_2678,4.5 
42691,id_2679,3.5 
42692,id_2680,4.5 
42693,id_2681,4.5 
42694,id_2682,4.5 
42695,id_2683,4.0 
42696,id_2684,4.0 
42697,id_2685,4.0 
42698,id_2686,3.5 
42699,id_2687,5.0 
42700,id_2688,
42701,id_2689,3.5 
42702,id_2690,3.5 
42703,id_2691,4.5 
42704,id_2692,
42705,id_2693,
42706,id_2694,
42707,id_2695,
42708,id_2696,
42709,id_2697,
42710,id_2698,
42711,id_2699,4.5 
42712,id_2700,4.5 
42713,id_2701,4.0 
42714,id_2702,
42715,id_2703,4.0 
42716,id_2704,4.0 
42717,id_2705,
42718,id_2706,4.0 
42719,id_2707,3.5 
42720,id_2708,4.0 
42721,id_2709,4.0 
42722,id_2710,2.5 
42723,id_2711,4.0 
42724,id_2712,4.5 
42725,id_2713,3.5 
42726,id_2714,
42727,id_2715,
42728,id_2716,4.0 
42729,id_2717,4.5 
42730,id_2718,3.5 
42731,id_2719,4.0 
42732,id_2720,4.5 
42733,id_2721,
42734,id_2722,3.5 
42735,id_2723,
42736,id_2724,3.0 
42737,id_2725,4.0 
42738,id_2726,4.0 
42739,id_2727,4.0 
42740,id_2728,5.0 
42741,id_2729,
42742,id_2730,4.5 
42743,id_2731,4.5 
42744,id_2732,4.0 
42745,id_2733,4.0 
42746,id_2734,4.5 
42747,id_2735,4.0 
42748,id_2736,4.0 
42749,id_2737,5.0 
42750,id_2738,4.0 
42751,id_2739,4.0 
42752,id_2740,
42753,id_2741,3.0 
42754,id_2742,4.0 
42755,id_2743,
42756,id_2744,
42757,id_2745,
42758,id_2746,3.0 
42759,id_2747,4.0 
42760,id_2748,4.0 
42761,id_2749,3.0 
42762,id_2750,4.0 
42763,id_2751,
42764,id_2752,4.5 
42765,id_2753,
42766,id_2754,
42767,id_2755,
42768,id_2756,3.5 
42769,id_2757,3.5 
42770,id_2758,3.0 
42771,id_2759,
42772,id_2760,
42773,id_2761,
42774,id_2762,
42775,id_2763,
42776,id_2764,5.0 
42777,id_2765,
42778,id_2766,3.5 
42779,id_2767,4.5 
42780,id_2768,4.0 
42781,id_2769,4.5 
42782,id_2770,4.5 
42783,id_2771,
42784,id_2772,4.5 
42785,id_2773,4.0 
42786,id_2774,4.0 
42787,id_2775,
42788,id_2776,4.0 
42789,id_2777,
42790,id_2778,
42791,id_2779,4.0 
42792,id_2780,
42793,id_2781,4.0 
42794,id_2782,3.5 
42795,id_2783,4.0 
42796,id_2784,
42797,id_2785,4.0 
42798,id_2786,
42799,id_2787,4.5 
42800,id_2788,3.5 
42801,id_2789,
42802,id_2790,3.0 
42803,id_2791,
42804,id_2792,
42805,id_2793,4.0 
42806,id_2794,
42807,id_2795,4.0 
42808,id_2796,3.5 
42809,id_2797,
42810,id_2798,4.5 
42811,id_2799,3.5 
42812,id_2800,4.0 
42813,id_2801,4.5 
42814,id_2802,
42815,id_2803,
42816,id_2804,4.0 
42817,id_2805,
42818,id_2806,4.0 
42819,id_2807,3.5 
42820,id_2808,
42821,id_2809,3.5 
42822,id_2810,4.5 
42823,id_2811,4.5 
42824,id_2812,
42825,id_2813,4.0 
42826,id_2814,4.5 
42827,id_2815,4.0 
42828,id_2816,
42829,id_2817,4.0 
42830,id_2818,
42831,id_2819,4.5 
42832,id_2820,3.5 
42833,id_2821,3.0 
42834,id_2822,4.0 
42835,id_2823,
42836,id_2824,
42837,id_2825,4.5 
42838,id_2826,4.5 
42839,id_2827,4.5 
42840,id_2828,3.5 
42841,id_2829,
42842,id_2830,3.5 
42843,id_2831,3.0 
42844,id_2832,
42845,id_2833,1.5 
42846,id_2834,4.0 
42847,id_2835,3.0 
42848,id_2836,
42849,id_2837,
42850,id_2838,4.0 
42851,id_2839,3.5 
42852,id_2840,3.0 
42853,id_2841,4.5 
42854,id_2842,4.5 
42855,id_2843,2.5 
42856,id_2844,4.0 
42857,id_2845,4.0 
42858,id_2846,
42859,id_2847,1.0 
42860,id_2848,
42861,id_2849,3.0 
42862,id_2850,
42863,id_2851,4.0 
42864,id_2852,3.5 
42865,id_2853,
42866,id_2854,5.0 
42867,id_2855,4.0 
42868,id_2856,4.0 
42869,id_2857,4.5 
42870,id_2858,3.5 
42871,id_2859,3.0 
42872,id_2860,4.0 
42873,id_2861,4.0 
42874,id_2862,4.0 
42875,id_2863,4.0 
42876,id_2864,
42877,id_2865,4.0 
42878,id_2866,4.5 
42879,id_2867,
42880,id_2868,3.5 
42881,id_2869,3.0 
42882,id_2870,4.0 
42883,id_2871,4.0 
42884,id_2872,3.0 
42885,id_2873,3.5 
42886,id_2874,4.0 
42887,id_2875,
42888,id_2876,3.5 
42889,id_2877,3.5 
42890,id_2878,4.0 
42891,id_2879,
42892,id_2880,3.0 
42893,id_2881,2.5 
42894,id_2882,4.5 
42895,id_2883,3.5 
42896,id_2884,3.5 
42897,id_2885,3.5 
42898,id_2886,
42899,id_2887,3.5 
42900,id_2888,
42901,id_2889,
42902,id_2890,
42903,id_2891,4.5 
42904,id_2892,4.0 
42905,id_2893,4.5 
42906,id_2894,4.5 
42907,id_2895,4.5 
42908,id_2896,3.5 
42909,id_2897,
42910,id_2898,4.5 
42911,id_2899,4.0 
42912,id_2900,4.5 
42913,id_2901,4.0 
42914,id_2902,2.5 
42915,id_2903,3.0 
42916,id_2904,4.5 
42917,id_2905,3.5 
42918,id_2906,
42919,id_2907,4.0 
42920,id_2908,4.0 
42921,id_2909,
42922,id_2910,4.5 
42923,id_2911,4.0 
42924,id_2912,4.0 
42925,id_2913,4.5 
42926,id_2914,4.0 
42927,id_2915,4.5 
42928,id_2916,2.5 
42929,id_2917,4.0 
42930,id_2918,
42931,id_2919,4.0 
42932,id_2920,
42933,id_2921,3.5 
42934,id_2922,3.5 
42935,id_2923,3.0 
42936,id_2924,
42937,id_2925,5.0 
42938,id_2926,4.0 
42939,id_2927,3.5 
42940,id_2928,3.0 
42941,id_2929,
42942,id_2930,
42943,id_2931,3.5 
42944,id_2932,3.0 
42945,id_2933,
42946,id_2934,4.0 
42947,id_2935,3.5 
42948,id_2936,
42949,id_2937,4.5 
42950,id_2938,4.0 
42951,id_2939,4.0 
42952,id_2940,
42953,id_2941,4.0 
42954,id_2942,4.5 
42955,id_2943,
42956,id_2944,5.0 
42957,id_2945,4.5 
42958,id_2946,3.5 
42959,id_2947,
42960,id_2948,4.0 
42961,id_2949,2.5 
42962,id_2950,
42963,id_2951,
42964,id_2952,4.0 
42965,id_2953,4.5 
42966,id_2954,3.0 
42967,id_2955,
42968,id_2956,
42969,id_2957,2.0 
42970,id_2958,
42971,id_2959,4.5 
42972,id_2960,4.5 
42973,id_2961,4.0 
42974,id_2962,4.0 
42975,id_2963,
42976,id_2964,3.5 
42977,id_2965,4.0 
42978,id_2966,3.0 
42979,id_2967,3.0 
42980,id_2968,3.0 
42981,id_2969,4.0 
42982,id_2970,4.5 
42983,id_2971,4.0 
42984,id_2972,3.5 
42985,id_2973,4.0 
42986,id_2974,
42987,id_2975,2.5 
42988,id_2976,3.0 
42989,id_2977,4.5 
42990,id_2978,4.0 
42991,id_2979,
42992,id_2980,5.0 
42993,id_2981,4.5 
42994,id_2982,2.0 
42995,id_2983,3.0 
42996,id_2984,4.0 
42997,id_2985,4.5 
42998,id_2986,5.0 
42999,id_2987,5.0 
43000,id_2988,
43001,id_2989,
43002,id_2990,4.5 
43003,id_2991,4.0 
43004,id_2992,4.0 
43005,id_2993,3.5 
43006,id_2994,4.0 
43007,id_2995,
43008,id_2996,3.5 
43009,id_2997,4.0 
43010,id_2998,3.5 
43011,id_2999,4.5 
43012,id_3000,4.0 
43013,id_3001,4.0 
43014,id_3002,5.0 
43015,id_3003,2.5 
43016,id_3004,3.5 
43017,id_3005,4.0 
43018,id_3006,
43019,id_3007,4.0 
43020,id_3008,
43021,id_3009,3.5 
43022,id_3010,3.5 
43023,id_3011,4.5 
43024,id_3012,4.5 
43025,id_3013,4.0 
43026,id_3014,4.0 
43027,id_3015,3.5 
43028,id_3016,
43029,id_3017,
43030,id_3018,
43031,id_3019,4.0 
43032,id_3020,4.0 
43033,id_3021,4.5 
43034,id_3022,
43035,id_3023,4.5 
43036,id_3024,4.5 
43037,id_3025,4.0 
43038,id_3026,4.5 
43039,id_3027,4.5 
43040,id_3028,3.0 
43041,id_3029,
43042,id_3030,3.0 
43043,id_3031,4.0 
43044,id_3032,4.0 
43045,id_3033,
43046,id_3034,4.0 
43047,id_3035,3.5 
43048,id_3036,3.0 
43049,id_3037,4.0 
43050,id_3038,4.0 
43051,id_3039,
43052,id_3040,3.0 
43053,id_3041,
43054,id_3042,4.5 
43055,id_3043,4.5 
43056,id_3044,4.5 
43057,id_3045,4.0 
43058,id_3046,
43059,id_3047,4.0 
43060,id_3048,3.0 
43061,id_3049,4.0 
43062,id_3050,4.0 
43063,id_3051,4.5 
43064,id_3052,
43065,id_3053,4.0 
43066,id_3054,
43067,id_3055,4.0 
43068,id_3056,3.5 
43069,id_3057,4.5 
43070,id_3058,5.0 
43071,id_3059,
43072,id_3060,2.5 
43073,id_3061,4.0 
43074,id_3062,4.0 
43075,id_3063,3.5 
43076,id_3064,4.5 
43077,id_3065,4.0 
43078,id_3066,4.5 
43079,id_3067,4.5 
43080,id_3068,4.5 
43081,id_3069,5.0 
43082,id_3070,4.0 
43083,id_3071,3.5 
43084,id_3072,3.0 
43085,id_3073,4.0 
43086,id_3074,
43087,id_3075,4.0 
43088,id_3076,3.0 
43089,id_3077,4.0 
43090,id_3078,4.5 
43091,id_3079,
43092,id_3080,4.0 
43093,id_3081,
43094,id_3082,4.5 
43095,id_3083,4.5 
43096,id_3084,
43097,id_3085,4.0 
43098,id_3086,
43099,id_3087,
43100,id_3088,4.5 
43101,id_3089,4.0 
43102,id_3090,4.5 
43103,id_3091,4.5 
43104,id_3092,
43105,id_3093,4.0 
43106,id_3094,4.5 
43107,id_3095,4.0 
43108,id_3096,3.5 
43109,id_3097,4.5 
43110,id_3098,4.5 
43111,id_3099,4.5 
43112,id_3100,4.0 
43113,id_3101,3.5 
43114,id_3102,4.5 
43115,id_3103,
43116,id_3104,
43117,id_3105,4.0 
43118,id_3106,
43119,id_3107,4.0 
43120,id_3108,4.0 
43121,id_3109,
43122,id_3110,4.5 
43123,id_3111,
43124,id_3112,4.5 
43125,id_3113,3.5 
43126,id_3114,5.0 
43127,id_3115,4.0 
43128,id_3116,
43129,id_3117,3.5 
43130,id_3118,4.0 
43131,id_3119,4.5 
43132,id_3120,
43133,id_3121,4.5 
43134,id_3122,4.0 
43135,id_3123,4.0 
43136,id_3124,
43137,id_3125,2.5 
43138,id_3126,
43139,id_3127,3.0 
43140,id_3128,4.5 
43141,id_3129,3.0 
43142,id_3130,4.5 
43143,id_3131,5.0 
43144,id_3132,
43145,id_3133,4.0 
43146,id_3134,3.5 
43147,id_3135,
43148,id_3136,
43149,id_3137,
43150,id_3138,4.0 
43151,id_3139,4.5 
43152,id_3140,4.0 
43153,id_3141,
43154,id_3142,4.5 
43155,id_3143,3.0 
43156,id_3144,4.0 
43157,id_3145,4.5 
43158,id_3146,4.0 
43159,id_3147,4.0 
43160,id_3148,4.5 
43161,id_3149,1.0 
43162,id_3150,4.0 
43163,id_3151,3.0 
43164,id_3152,
43165,id_3153,4.5 
43166,id_3154,
43167,id_3155,
43168,id_3156,3.5 
43169,id_3157,2.0 
43170,id_3158,4.0 
43171,id_3159,4.5 
43172,id_3160,
43173,id_3161,
43174,id_3162,4.0 
43175,id_3163,
43176,id_3164,3.5 
43177,id_3165,
43178,id_3166,4.5 
43179,id_3167,4.0 
43180,id_3168,4.5 
43181,id_3169,2.0 
43182,id_3170,4.5 
43183,id_3171,4.5 
43184,id_3172,4.0 
43185,id_3173,
43186,id_3174,4.0 
43187,id_3175,4.5 
43188,id_3176,3.5 
43189,id_3177,4.0 
43190,id_3178,
43191,id_3179,
43192,id_3180,4.0 
43193,id_3181,4.0 
43194,id_3182,
43195,id_3183,
43196,id_3184,4.0 
43197,id_3185,4.0 
43198,id_3186,4.5 
43199,id_3187,4.0 
43200,id_3188,4.0 
43201,id_3189,4.0 
43202,id_3190,
43203,id_3191,2.5 
43204,id_3192,
43205,id_3193,
43206,id_3194,
43207,id_3195,3.0 
43208,id_3196,4.0 
43209,id_3197,
43210,id_3198,3.5 
43211,id_3199,4.5 
43212,id_3200,4.0 
43213,id_3201,4.5 
43214,id_3202,
43215,id_3203,
43216,id_3204,4.0 
43217,id_3205,4.0 
43218,id_3206,
43219,id_3207,4.5 
43220,id_3208,4.0 
43221,id_3209,5.0 
43222,id_3210,4.0 
43223,id_3211,3.0 
43224,id_3212,2.5 
43225,id_3213,2.0 
43226,id_3214,3.5 
43227,id_3215,4.0 
43228,id_3216,
43229,id_3217,4.0 
43230,id_3218,4.0 
43231,id_3219,4.5 
43232,id_3220,
43233,id_3221,3.5 
43234,id_3222,4.5 
43235,id_3223,
43236,id_3224,
43237,id_3225,4.0 
43238,id_3226,
43239,id_3227,
43240,id_3228,
43241,id_3229,3.5 
43242,id_3230,
43243,id_3231,4.0 
43244,id_3232,4.0 
43245,id_3233,
43246,id_3234,3.0 
43247,id_3235,3.5 
43248,id_3236,4.5 
43249,id_3237,2.0 
43250,id_3238,4.0 
43251,id_3239,4.5 
43252,id_3240,4.0 
43253,id_3241,4.5 
43254,id_3242,1.5 
43255,id_3243,4.0 
43256,id_3244,
43257,id_3245,4.0 
43258,id_3246,3.5 
43259,id_3247,4.5 
43260,id_3248,4.0 
43261,id_3249,4.0 
43262,id_3250,
43263,id_3251,4.0 
43264,id_3252,4.0 
43265,id_3253,5.0 
43266,id_3254,4.0 
43267,id_3255,2.5 
43268,id_3256,4.5 
43269,id_3257,4.0 
43270,id_3258,4.5 
43271,id_3259,3.5 
43272,id_3260,4.0 
43273,id_3261,4.0 
43274,id_3262,
43275,id_3263,
43276,id_3264,
43277,id_3265,4.0 
43278,id_3266,2.0 
43279,id_3267,3.5 
43280,id_3268,4.0 
43281,id_3269,2.0 
43282,id_3270,
43283,id_3271,
43284,id_3272,4.5 
43285,id_3273,
43286,id_3274,4.0 
43287,id_3275,4.0 
43288,id_3276,
43289,id_3277,
43290,id_3278,
43291,id_3279,4.5 
43292,id_3280,4.0 
43293,id_3281,3.5 
43294,id_3282,4.0 
43295,id_3283,5.0 
43296,id_3284,3.0 
43297,id_3285,3.5 
43298,id_3286,
43299,id_3287,4.0 
43300,id_3288,
43301,id_3289,4.5 
43302,id_3290,3.5 
43303,id_3291,2.5 
43304,id_3292,4.0 
43305,id_3293,4.0 
43306,id_3294,3.5 
43307,id_3295,4.5 
43308,id_3296,4.0 
43309,id_3297,4.5 
43310,id_3298,
43311,id_3299,
43312,id_3300,3.5 
43313,id_3301,1.0 
43314,id_3302,3.0 
43315,id_3303,
43316,id_3304,5.0 
43317,id_3305,4.5 
43318,id_3306,3.0 
43319,id_3307,5.0 
43320,id_3308,2.5 
43321,id_3309,3.5 
43322,id_3310,
43323,id_3311,4.5 
43324,id_3312,
43325,id_3313,
43326,id_3314,
43327,id_3315,4.0 
43328,id_3316,
43329,id_3317,5.0 
43330,id_3318,3.0 
43331,id_3319,4.0 
43332,id_3320,4.5 
43333,id_3321,4.0 
43334,id_3322,
43335,id_3323,4.5 
43336,id_3324,3.0 
43337,id_3325,4.0 
43338,id_3326,4.0 
43339,id_3327,3.5 
43340,id_3328,3.5 
43341,id_3329,
43342,id_3330,3.0 
43343,id_3331,4.0 
43344,id_3332,4.0 
43345,id_3333,4.5 
43346,id_3334,4.5 
43347,id_3335,
43348,id_3336,4.5 
43349,id_3337,
43350,id_3338,4.0 
43351,id_3339,
43352,id_3340,4.5 
43353,id_3341,4.0 
43354,id_3342,4.5 
43355,id_3343,4.0 
43356,id_3344,4.0 
43357,id_3345,
43358,id_3346,4.0 
43359,id_3347,
43360,id_3348,
43361,id_3349,4.0 
43362,id_3350,3.5 
43363,id_3351,
43364,id_3352,3.5 
43365,id_3353,3.5 
43366,id_3354,4.5 
43367,id_3355,4.0 
43368,id_3356,4.0 
43369,id_3357,5.0 
43370,id_3358,4.0 
43371,id_3359,4.5 
43372,id_3360,
43373,id_3361,
43374,id_3362,3.5 
43375,id_3363,5.0 
43376,id_3364,
43377,id_3365,3.5 
43378,id_3366,5.0 
43379,id_3367,4.5 
43380,id_3368,4.0 
43381,id_3369,3.0 
43382,id_3370,4.0 
43383,id_3371,4.0 
43384,id_3372,4.0 
43385,id_3373,4.5 
43386,id_3374,4.5 
43387,id_3375,4.5 
43388,id_3376,4.5 
43389,id_3377,4.0 
43390,id_3378,3.5 
43391,id_3379,3.5 
43392,id_3380,
43393,id_3381,4.0 
43394,id_3382,4.0 
43395,id_3383,3.5 
43396,id_3384,
43397,id_3385,
43398,id_3386,4.5 
43399,id_3387,
43400,id_3388,4.5 
43401,id_3389,4.5 
43402,id_3390,
43403,id_3391,3.5 
43404,id_3392,
43405,id_3393,4.5 
43406,id_3394,
43407,id_3395,
43408,id_3396,4.0 
43409,id_3397,3.5 
43410,id_3398,4.0 
43411,id_3399,4.5 
43412,id_3400,4.0 
43413,id_3401,4.0 
43414,id_3402,3.0 
43415,id_3403,
43416,id_3404,3.0 
43417,id_3405,4.0 
43418,id_3406,
43419,id_3407,4.0 
43420,id_3408,3.0 
43421,id_3409,4.0 
43422,id_3410,3.5 
43423,id_3411,2.0 
43424,id_3412,4.5 
43425,id_3413,3.0 
43426,id_3414,4.0 
43427,id_3415,
43428,id_3416,4.0 
43429,id_3417,3.5 
43430,id_3418,4.0 
43431,id_3419,3.0 
43432,id_3420,
43433,id_3421,3.5 
43434,id_3422,3.0 
43435,id_3423,4.5 
43436,id_3424,
43437,id_3425,4.5 
43438,id_3426,4.0 
43439,id_3427,4.0 
43440,id_3428,4.0 
43441,id_3429,4.5 
43442,id_3430,4.5 
43443,id_3431,3.0 
43444,id_3432,4.5 
43445,id_3433,4.0 
43446,id_3434,
43447,id_3435,2.5 
43448,id_3436,4.0 
43449,id_3437,
43450,id_3438,3.5 
43451,id_3439,3.5 
43452,id_3440,3.5 
43453,id_3441,4.5 
43454,id_3442,4.0 
43455,id_3443,4.5 
43456,id_3444,2.0 
43457,id_3445,
43458,id_3446,4.5 
43459,id_3447,3.0 
43460,id_3448,4.5 
43461,id_3449,4.0 
43462,id_3450,3.5 
43463,id_3451,4.5 
43464,id_3452,
43465,id_3453,4.0 
43466,id_3454,2.5 
43467,id_3455,5.0 
43468,id_3456,4.0 
43469,id_3457,
43470,id_3458,4.5 
43471,id_3459,5.0 
43472,id_3460,3.5 
43473,id_3461,
43474,id_3462,
43475,id_3463,
43476,id_3464,4.0 
43477,id_3465,4.0 
43478,id_3466,3.0 
43479,id_3467,
43480,id_3468,4.5 
43481,id_3469,3.5 
43482,id_3470,3.5 
43483,id_3471,4.0 
43484,id_3472,3.5 
43485,id_3473,3.5 
43486,id_3474,
43487,id_3475,4.0 
43488,id_3476,3.5 
43489,id_3477,3.5 
43490,id_3478,2.5 
43491,id_3479,4.0 
43492,id_3480,4.0 
43493,id_3481,4.0 
43494,id_3482,4.5 
43495,id_3483,4.5 
43496,id_3484,
43497,id_3485,4.5 
43498,id_3486,5.0 
43499,id_3487,4.5 
43500,id_3488,
43501,id_3489,5.0 
43502,id_3490,3.5 
43503,id_3491,5.0 
43504,id_3492,4.5 
43505,id_3493,
43506,id_3494,
43507,id_3495,4.0 
43508,id_3496,4.0 
43509,id_3497,
43510,id_3498,3.5 
43511,id_3499,4.0 
